index,text,label
62779,I have an appointment and need to take a leave.,0
62780,I have an appointment and need to take a leave.,0
62781,Taking leave to handle urgent household work.,0
62782,I have an appointment and need to take a leave.,0
62783,I am feeling unwell and need a sick leave.,1
62784,"Not feeling well, taking a day off.",1
62785,I am feeling unwell and need a sick leave.,1
62786,I am feeling unwell and need a sick leave.,1
62787,Doctor advised me to take rest due to illness.,1
62788,I have an appointment and need to take a leave.,0
62789,Taking leave to handle urgent household work.,0
62790,I have an appointment and need to take a leave.,0
62791,Need a leave for travel purposes.,0
62792,I am suffering from fever and can't attend work.,1
62793,I have a family function to attend.,0
62794,I have an appointment and need to take a leave.,0
62795,Taking leave to handle urgent household work.,0
62796,Requesting leave for personal work.,0
62797,Need a leave for travel purposes.,0
62798,I have an appointment and need to take a leave.,0
62799,I have a family function to attend.,0
62800,Taking leave to handle urgent household work.,0
62801,I am feeling unwell and need a sick leave.,1
62802,"Not feeling well, taking a day off.",1
62803,"Not feeling well, taking a day off.",1
62804,I am feeling unwell and need a sick leave.,1
62805,Need a leave for travel purposes.,0
62806,Taking leave to handle urgent household work.,0
62807,"Not feeling well, taking a day off.",1
62808,I have a family function to attend.,0
62809,I have a family function to attend.,0
62810,"Not feeling well, taking a day off.",1
62811,Need a leave for travel purposes.,0
62812,"Not feeling well, taking a day off.",1
62813,Requesting leave for personal work.,0
62814,I am suffering from fever and can't attend work.,1
62815,Doctor advised me to take rest due to illness.,1
62816,I have a family function to attend.,0
62817,"Caught a bad cold, requesting a sick leave.",1
62818,Doctor advised me to take rest due to illness.,1
62819,Need a leave for travel purposes.,0
62820,I have a family function to attend.,0
62821,Doctor advised me to take rest due to illness.,1
62822,Doctor advised me to take rest due to illness.,1
62823,I have an appointment and need to take a leave.,0
62824,I have an appointment and need to take a leave.,0
62825,"Caught a bad cold, requesting a sick leave.",1
62826,I am feeling unwell and need a sick leave.,1
62827,I am suffering from fever and can't attend work.,1
62828,I am feeling unwell and need a sick leave.,1
62829,I am suffering from fever and can't attend work.,1
62830,Doctor advised me to take rest due to illness.,1
62831,Doctor advised me to take rest due to illness.,1
62832,I have a family function to attend.,0
62833,"Caught a bad cold, requesting a sick leave.",1
62834,"Caught a bad cold, requesting a sick leave.",1
62835,I have a family function to attend.,0
62836,Need a leave for travel purposes.,0
62837,I am suffering from fever and can't attend work.,1
62838,Doctor advised me to take rest due to illness.,1
62839,I am feeling unwell and need a sick leave.,1
62840,Doctor advised me to take rest due to illness.,1
62841,Need a leave for travel purposes.,0
62842,Requesting leave for personal work.,0
62843,I am feeling unwell and need a sick leave.,1
62844,Requesting leave for personal work.,0
62845,Need a leave for travel purposes.,0
62846,Taking leave to handle urgent household work.,0
62847,I am suffering from fever and can't attend work.,1
62848,Taking leave to handle urgent household work.,0
62849,Doctor advised me to take rest due to illness.,1
62850,"Not feeling well, taking a day off.",1
62851,Taking leave to handle urgent household work.,0
62852,Taking leave to handle urgent household work.,0
62853,Need a leave for travel purposes.,0
62854,Requesting leave for personal work.,0
62855,Taking leave to handle urgent household work.,0
62856,Requesting leave for personal work.,0
62857,I am feeling unwell and need a sick leave.,1
62858,Need a leave for travel purposes.,0
62859,I have an appointment and need to take a leave.,0
62860,Need a leave for travel purposes.,0
62861,"Caught a bad cold, requesting a sick leave.",1
62862,Taking leave to handle urgent household work.,0
62863,I have an appointment and need to take a leave.,0
62864,Requesting leave for personal work.,0
62865,Taking leave to handle urgent household work.,0
62866,Requesting leave for personal work.,0
62867,I have an appointment and need to take a leave.,0
62868,Taking leave to handle urgent household work.,0
62869,"Not feeling well, taking a day off.",1
62870,"Not feeling well, taking a day off.",1
62871,I am feeling unwell and need a sick leave.,1
62872,I have a family function to attend.,0
62873,"Caught a bad cold, requesting a sick leave.",1
62874,Requesting leave for personal work.,0
62875,Doctor advised me to take rest due to illness.,1
62876,I am feeling unwell and need a sick leave.,1
62877,Taking leave to handle urgent household work.,0
62878,Need a leave for travel purposes.,0
62879,I have an appointment and need to take a leave.,0
62880,Taking leave to handle urgent household work.,0
62881,"Caught a bad cold, requesting a sick leave.",1
62882,I have an appointment and need to take a leave.,0
62883,I am feeling unwell and need a sick leave.,1
62884,"Not feeling well, taking a day off.",1
62885,"Caught a bad cold, requesting a sick leave.",1
62886,Taking leave to handle urgent household work.,0
62887,"Not feeling well, taking a day off.",1
62888,I have an appointment and need to take a leave.,0
62889,Taking leave to handle urgent household work.,0
62890,Need a leave for travel purposes.,0
62891,Doctor advised me to take rest due to illness.,1
62892,Requesting leave for personal work.,0
62893,"Not feeling well, taking a day off.",1
62894,"Caught a bad cold, requesting a sick leave.",1
62895,I have a family function to attend.,0
62896,I am suffering from fever and can't attend work.,1
62897,I am suffering from fever and can't attend work.,1
62898,I have a family function to attend.,0
62899,I am feeling unwell and need a sick leave.,1
62900,I have an appointment and need to take a leave.,0
62901,"Caught a bad cold, requesting a sick leave.",1
62902,"Not feeling well, taking a day off.",1
62903,Doctor advised me to take rest due to illness.,1
62904,Requesting leave for personal work.,0
62905,Requesting leave for personal work.,0
62906,"Not feeling well, taking a day off.",1
62907,Doctor advised me to take rest due to illness.,1
62908,I have a family function to attend.,0
62909,I am feeling unwell and need a sick leave.,1
62910,I am feeling unwell and need a sick leave.,1
62911,Need a leave for travel purposes.,0
62912,I am feeling unwell and need a sick leave.,1
62913,Taking leave to handle urgent household work.,0
62914,I am suffering from fever and can't attend work.,1
62915,I am suffering from fever and can't attend work.,1
62916,"Not feeling well, taking a day off.",1
62917,I am suffering from fever and can't attend work.,1
62918,I have an appointment and need to take a leave.,0
62919,Requesting leave for personal work.,0
62920,I am feeling unwell and need a sick leave.,1
62921,Need a leave for travel purposes.,0
62922,I have an appointment and need to take a leave.,0
62923,I have an appointment and need to take a leave.,0
62924,I am suffering from fever and can't attend work.,1
62925,"Caught a bad cold, requesting a sick leave.",1
62926,I am suffering from fever and can't attend work.,1
62927,Doctor advised me to take rest due to illness.,1
62928,I am feeling unwell and need a sick leave.,1
62929,I have a family function to attend.,0
62930,Requesting leave for personal work.,0
62931,Taking leave to handle urgent household work.,0
62932,I am feeling unwell and need a sick leave.,1
62933,I am feeling unwell and need a sick leave.,1
62934,I am suffering from fever and can't attend work.,1
62935,Taking leave to handle urgent household work.,0
62936,Taking leave to handle urgent household work.,0
62937,Doctor advised me to take rest due to illness.,1
62938,"Not feeling well, taking a day off.",1
62939,"Caught a bad cold, requesting a sick leave.",1
62940,Taking leave to handle urgent household work.,0
62941,"Not feeling well, taking a day off.",1
62942,"Caught a bad cold, requesting a sick leave.",1
62943,Need a leave for travel purposes.,0
62944,Requesting leave for personal work.,0
62945,Doctor advised me to take rest due to illness.,1
62946,Doctor advised me to take rest due to illness.,1
62947,Taking leave to handle urgent household work.,0
62948,I am feeling unwell and need a sick leave.,1
62949,Requesting leave for personal work.,0
62950,Doctor advised me to take rest due to illness.,1
62951,I am suffering from fever and can't attend work.,1
62952,"Not feeling well, taking a day off.",1
62953,"Caught a bad cold, requesting a sick leave.",1
62954,Need a leave for travel purposes.,0
62955,Doctor advised me to take rest due to illness.,1
62956,"Caught a bad cold, requesting a sick leave.",1
62957,Need a leave for travel purposes.,0
62958,I have a family function to attend.,0
62959,I have a family function to attend.,0
62960,Need a leave for travel purposes.,0
62961,Need a leave for travel purposes.,0
62962,"Not feeling well, taking a day off.",1
62963,I am feeling unwell and need a sick leave.,1
62964,I am suffering from fever and can't attend work.,1
62965,Taking leave to handle urgent household work.,0
62966,Doctor advised me to take rest due to illness.,1
62967,Doctor advised me to take rest due to illness.,1
62968,I am suffering from fever and can't attend work.,1
62969,"Caught a bad cold, requesting a sick leave.",1
62970,"Caught a bad cold, requesting a sick leave.",1
62971,"Not feeling well, taking a day off.",1
62972,I have a family function to attend.,0
62973,I am suffering from fever and can't attend work.,1
62974,I have an appointment and need to take a leave.,0
62975,Need a leave for travel purposes.,0
62976,Requesting leave for personal work.,0
62977,Need a leave for travel purposes.,0
62978,Need a leave for travel purposes.,0
62979,Doctor advised me to take rest due to illness.,1
62980,Taking leave to handle urgent household work.,0
62981,I am feeling unwell and need a sick leave.,1
62982,Taking leave to handle urgent household work.,0
62983,Need a leave for travel purposes.,0
62984,I have a family function to attend.,0
62985,I have an appointment and need to take a leave.,0
62986,I am suffering from fever and can't attend work.,1
62987,I have a family function to attend.,0
62988,I have a family function to attend.,0
62989,"Not feeling well, taking a day off.",1
62990,Doctor advised me to take rest due to illness.,1
62991,"Not feeling well, taking a day off.",1
62992,Taking leave to handle urgent household work.,0
62993,I am suffering from fever and can't attend work.,1
62994,I am feeling unwell and need a sick leave.,1
62995,I am suffering from fever and can't attend work.,1
62996,Doctor advised me to take rest due to illness.,1
62997,I have an appointment and need to take a leave.,0
62998,Taking leave to handle urgent household work.,0
62999,Doctor advised me to take rest due to illness.,1
63000,I have a family function to attend.,0
63001,Requesting leave for personal work.,0
63002,Doctor advised me to take rest due to illness.,1
63003,Requesting leave for personal work.,0
63004,Taking leave to handle urgent household work.,0
63005,I am suffering from fever and can't attend work.,1
63006,"Not feeling well, taking a day off.",1
63007,"Caught a bad cold, requesting a sick leave.",1
63008,Requesting leave for personal work.,0
63009,I have an appointment and need to take a leave.,0
63010,I have a family function to attend.,0
63011,"Caught a bad cold, requesting a sick leave.",1
63012,I have an appointment and need to take a leave.,0
63013,Doctor advised me to take rest due to illness.,1
63014,Doctor advised me to take rest due to illness.,1
63015,Doctor advised me to take rest due to illness.,1
63016,Requesting leave for personal work.,0
63017,"Not feeling well, taking a day off.",1
63018,Doctor advised me to take rest due to illness.,1
63019,"Caught a bad cold, requesting a sick leave.",1
63020,I have an appointment and need to take a leave.,0
63021,Need a leave for travel purposes.,0
63022,Taking leave to handle urgent household work.,0
63023,"Caught a bad cold, requesting a sick leave.",1
63024,I have a family function to attend.,0
63025,I am feeling unwell and need a sick leave.,1
63026,I am feeling unwell and need a sick leave.,1
63027,"Not feeling well, taking a day off.",1
63028,I have a family function to attend.,0
63029,Requesting leave for personal work.,0
63030,Taking leave to handle urgent household work.,0
63031,Need a leave for travel purposes.,0
63032,"Caught a bad cold, requesting a sick leave.",1
63033,I have an appointment and need to take a leave.,0
63034,Need a leave for travel purposes.,0
63035,Taking leave to handle urgent household work.,0
63036,Taking leave to handle urgent household work.,0
63037,Taking leave to handle urgent household work.,0
63038,I am suffering from fever and can't attend work.,1
63039,"Not feeling well, taking a day off.",1
63040,I have a family function to attend.,0
63041,I am suffering from fever and can't attend work.,1
63042,Need a leave for travel purposes.,0
63043,"Not feeling well, taking a day off.",1
63044,I have an appointment and need to take a leave.,0
63045,"Not feeling well, taking a day off.",1
63046,I am feeling unwell and need a sick leave.,1
63047,I have a family function to attend.,0
63048,"Not feeling well, taking a day off.",1
63049,I have a family function to attend.,0
63050,Need a leave for travel purposes.,0
63051,Taking leave to handle urgent household work.,0
63052,I have a family function to attend.,0
63053,Taking leave to handle urgent household work.,0
63054,I am feeling unwell and need a sick leave.,1
63055,Doctor advised me to take rest due to illness.,1
63056,Requesting leave for personal work.,0
63057,I am feeling unwell and need a sick leave.,1
63058,I have a family function to attend.,0
63059,Requesting leave for personal work.,0
63060,"Caught a bad cold, requesting a sick leave.",1
63061,"Not feeling well, taking a day off.",1
63062,"Not feeling well, taking a day off.",1
63063,I am suffering from fever and can't attend work.,1
63064,I am suffering from fever and can't attend work.,1
63065,I am feeling unwell and need a sick leave.,1
63066,I have an appointment and need to take a leave.,0
63067,Doctor advised me to take rest due to illness.,1
63068,"Caught a bad cold, requesting a sick leave.",1
63069,I am feeling unwell and need a sick leave.,1
63070,I have a family function to attend.,0
63071,"Not feeling well, taking a day off.",1
63072,I am feeling unwell and need a sick leave.,1
63073,I am feeling unwell and need a sick leave.,1
63074,"Not feeling well, taking a day off.",1
63075,I have a family function to attend.,0
63076,Requesting leave for personal work.,0
63077,"Caught a bad cold, requesting a sick leave.",1
63078,"Caught a bad cold, requesting a sick leave.",1
63079,I have a family function to attend.,0
63080,Need a leave for travel purposes.,0
63081,I am suffering from fever and can't attend work.,1
63082,Requesting leave for personal work.,0
63083,I am suffering from fever and can't attend work.,1
63084,Requesting leave for personal work.,0
63085,"Caught a bad cold, requesting a sick leave.",1
63086,Doctor advised me to take rest due to illness.,1
63087,I have an appointment and need to take a leave.,0
63088,Need a leave for travel purposes.,0
63089,I am feeling unwell and need a sick leave.,1
63090,Need a leave for travel purposes.,0
63091,Taking leave to handle urgent household work.,0
63092,Taking leave to handle urgent household work.,0
63093,"Not feeling well, taking a day off.",1
63094,Need a leave for travel purposes.,0
63095,"Not feeling well, taking a day off.",1
63096,Requesting leave for personal work.,0
63097,Requesting leave for personal work.,0
63098,Doctor advised me to take rest due to illness.,1
63099,"Caught a bad cold, requesting a sick leave.",1
63100,I am suffering from fever and can't attend work.,1
63101,Taking leave to handle urgent household work.,0
63102,"Caught a bad cold, requesting a sick leave.",1
63103,I have a family function to attend.,0
63104,Taking leave to handle urgent household work.,0
63105,"Not feeling well, taking a day off.",1
63106,I am feeling unwell and need a sick leave.,1
63107,Taking leave to handle urgent household work.,0
63108,I am feeling unwell and need a sick leave.,1
63109,I am feeling unwell and need a sick leave.,1
63110,"Caught a bad cold, requesting a sick leave.",1
63111,I am suffering from fever and can't attend work.,1
63112,"Not feeling well, taking a day off.",1
63113,Need a leave for travel purposes.,0
63114,I have an appointment and need to take a leave.,0
63115,Requesting leave for personal work.,0
63116,I am feeling unwell and need a sick leave.,1
63117,I have a family function to attend.,0
63118,I am feeling unwell and need a sick leave.,1
63119,I have a family function to attend.,0
63120,Taking leave to handle urgent household work.,0
63121,"Not feeling well, taking a day off.",1
63122,I have an appointment and need to take a leave.,0
63123,Requesting leave for personal work.,0
63124,"Not feeling well, taking a day off.",1
63125,Requesting leave for personal work.,0
63126,I am suffering from fever and can't attend work.,1
63127,"Not feeling well, taking a day off.",1
63128,I am suffering from fever and can't attend work.,1
63129,"Caught a bad cold, requesting a sick leave.",1
63130,Doctor advised me to take rest due to illness.,1
63131,Requesting leave for personal work.,0
63132,Requesting leave for personal work.,0
63133,Doctor advised me to take rest due to illness.,1
63134,Doctor advised me to take rest due to illness.,1
63135,Doctor advised me to take rest due to illness.,1
63136,Doctor advised me to take rest due to illness.,1
63137,"Caught a bad cold, requesting a sick leave.",1
63138,"Not feeling well, taking a day off.",1
63139,"Caught a bad cold, requesting a sick leave.",1
63140,Taking leave to handle urgent household work.,0
63141,Requesting leave for personal work.,0
63142,Doctor advised me to take rest due to illness.,1
63143,Need a leave for travel purposes.,0
63144,Need a leave for travel purposes.,0
63145,I am suffering from fever and can't attend work.,1
63146,I have a family function to attend.,0
63147,Need a leave for travel purposes.,0
63148,I have a family function to attend.,0
63149,I am suffering from fever and can't attend work.,1
63150,Taking leave to handle urgent household work.,0
63151,Doctor advised me to take rest due to illness.,1
63152,"Not feeling well, taking a day off.",1
63153,"Not feeling well, taking a day off.",1
63154,I am feeling unwell and need a sick leave.,1
63155,I have an appointment and need to take a leave.,0
63156,I am feeling unwell and need a sick leave.,1
63157,Doctor advised me to take rest due to illness.,1
63158,Need a leave for travel purposes.,0
63159,I have a family function to attend.,0
63160,Requesting leave for personal work.,0
63161,Need a leave for travel purposes.,0
63162,I am suffering from fever and can't attend work.,1
63163,I am feeling unwell and need a sick leave.,1
63164,I am suffering from fever and can't attend work.,1
63165,"Not feeling well, taking a day off.",1
63166,I have a family function to attend.,0
63167,I have an appointment and need to take a leave.,0
63168,Taking leave to handle urgent household work.,0
63169,Requesting leave for personal work.,0
63170,Need a leave for travel purposes.,0
63171,I am feeling unwell and need a sick leave.,1
63172,I am feeling unwell and need a sick leave.,1
63173,"Not feeling well, taking a day off.",1
63174,I am feeling unwell and need a sick leave.,1
63175,"Not feeling well, taking a day off.",1
63176,"Not feeling well, taking a day off.",1
63177,Doctor advised me to take rest due to illness.,1
63178,Need a leave for travel purposes.,0
63179,I have an appointment and need to take a leave.,0
63180,Requesting leave for personal work.,0
63181,I have an appointment and need to take a leave.,0
63182,Need a leave for travel purposes.,0
63183,Requesting leave for personal work.,0
63184,I am suffering from fever and can't attend work.,1
63185,Need a leave for travel purposes.,0
63186,Need a leave for travel purposes.,0
63187,"Not feeling well, taking a day off.",1
63188,"Not feeling well, taking a day off.",1
63189,Need a leave for travel purposes.,0
63190,Requesting leave for personal work.,0
63191,I have a family function to attend.,0
63192,Requesting leave for personal work.,0
63193,Taking leave to handle urgent household work.,0
63194,"Caught a bad cold, requesting a sick leave.",1
63195,"Not feeling well, taking a day off.",1
63196,I have a family function to attend.,0
63197,I am feeling unwell and need a sick leave.,1
63198,I am suffering from fever and can't attend work.,1
63199,"Caught a bad cold, requesting a sick leave.",1
63200,I am feeling unwell and need a sick leave.,1
63201,I am suffering from fever and can't attend work.,1
63202,I have a family function to attend.,0
63203,Requesting leave for personal work.,0
63204,"Caught a bad cold, requesting a sick leave.",1
63205,I am feeling unwell and need a sick leave.,1
63206,I have a family function to attend.,0
63207,Requesting leave for personal work.,0
63208,Doctor advised me to take rest due to illness.,1
63209,I have an appointment and need to take a leave.,0
63210,Taking leave to handle urgent household work.,0
63211,I have an appointment and need to take a leave.,0
63212,"Not feeling well, taking a day off.",1
63213,I am feeling unwell and need a sick leave.,1
63214,Taking leave to handle urgent household work.,0
63215,I have a family function to attend.,0
63216,Need a leave for travel purposes.,0
63217,I am feeling unwell and need a sick leave.,1
63218,Need a leave for travel purposes.,0
63219,Taking leave to handle urgent household work.,0
63220,Taking leave to handle urgent household work.,0
63221,"Not feeling well, taking a day off.",1
63222,I have an appointment and need to take a leave.,0
63223,"Not feeling well, taking a day off.",1
63224,I am suffering from fever and can't attend work.,1
63225,Taking leave to handle urgent household work.,0
63226,I have a family function to attend.,0
63227,I am feeling unwell and need a sick leave.,1
63228,Requesting leave for personal work.,0
63229,Requesting leave for personal work.,0
63230,I am feeling unwell and need a sick leave.,1
63231,Taking leave to handle urgent household work.,0
63232,Requesting leave for personal work.,0
63233,I am suffering from fever and can't attend work.,1
63234,I have a family function to attend.,0
63235,I have an appointment and need to take a leave.,0
63236,I am feeling unwell and need a sick leave.,1
63237,Requesting leave for personal work.,0
63238,I have an appointment and need to take a leave.,0
63239,Requesting leave for personal work.,0
63240,"Not feeling well, taking a day off.",1
63241,Doctor advised me to take rest due to illness.,1
63242,"Caught a bad cold, requesting a sick leave.",1
63243,I have a family function to attend.,0
63244,Need a leave for travel purposes.,0
63245,I have an appointment and need to take a leave.,0
63246,"Caught a bad cold, requesting a sick leave.",1
63247,"Not feeling well, taking a day off.",1
63248,I have a family function to attend.,0
63249,I have a family function to attend.,0
63250,Doctor advised me to take rest due to illness.,1
63251,I have a family function to attend.,0
63252,Need a leave for travel purposes.,0
63253,Taking leave to handle urgent household work.,0
63254,Requesting leave for personal work.,0
63255,"Not feeling well, taking a day off.",1
63256,Requesting leave for personal work.,0
63257,Doctor advised me to take rest due to illness.,1
63258,Doctor advised me to take rest due to illness.,1
63259,I have a family function to attend.,0
63260,I have a family function to attend.,0
63261,I am feeling unwell and need a sick leave.,1
63262,Doctor advised me to take rest due to illness.,1
63263,I am feeling unwell and need a sick leave.,1
63264,I am suffering from fever and can't attend work.,1
63265,I am feeling unwell and need a sick leave.,1
63266,Doctor advised me to take rest due to illness.,1
63267,Need a leave for travel purposes.,0
63268,Need a leave for travel purposes.,0
63269,Requesting leave for personal work.,0
63270,I am feeling unwell and need a sick leave.,1
63271,Taking leave to handle urgent household work.,0
63272,"Caught a bad cold, requesting a sick leave.",1
63273,"Caught a bad cold, requesting a sick leave.",1
63274,I have a family function to attend.,0
63275,"Not feeling well, taking a day off.",1
63276,Requesting leave for personal work.,0
63277,I have a family function to attend.,0
63278,Taking leave to handle urgent household work.,0
63279,Taking leave to handle urgent household work.,0
63280,I am suffering from fever and can't attend work.,1
63281,I have a family function to attend.,0
63282,Need a leave for travel purposes.,0
63283,I have a family function to attend.,0
63284,I have a family function to attend.,0
63285,I am feeling unwell and need a sick leave.,1
63286,I have an appointment and need to take a leave.,0
63287,"Caught a bad cold, requesting a sick leave.",1
63288,Doctor advised me to take rest due to illness.,1
63289,I am suffering from fever and can't attend work.,1
63290,I have an appointment and need to take a leave.,0
63291,I am suffering from fever and can't attend work.,1
63292,"Not feeling well, taking a day off.",1
63293,Taking leave to handle urgent household work.,0
63294,Need a leave for travel purposes.,0
63295,Need a leave for travel purposes.,0
63296,Taking leave to handle urgent household work.,0
63297,"Caught a bad cold, requesting a sick leave.",1
63298,"Not feeling well, taking a day off.",1
63299,Requesting leave for personal work.,0
63300,Need a leave for travel purposes.,0
63301,I am suffering from fever and can't attend work.,1
63302,I am feeling unwell and need a sick leave.,1
63303,I am feeling unwell and need a sick leave.,1
63304,"Not feeling well, taking a day off.",1
63305,"Not feeling well, taking a day off.",1
63306,Taking leave to handle urgent household work.,0
63307,I have a family function to attend.,0
63308,Doctor advised me to take rest due to illness.,1
63309,I have a family function to attend.,0
63310,Need a leave for travel purposes.,0
63311,"Caught a bad cold, requesting a sick leave.",1
63312,"Not feeling well, taking a day off.",1
63313,Doctor advised me to take rest due to illness.,1
63314,I am feeling unwell and need a sick leave.,1
63315,I have an appointment and need to take a leave.,0
63316,Need a leave for travel purposes.,0
63317,Requesting leave for personal work.,0
63318,Doctor advised me to take rest due to illness.,1
63319,I am suffering from fever and can't attend work.,1
63320,"Caught a bad cold, requesting a sick leave.",1
63321,Need a leave for travel purposes.,0
63322,Requesting leave for personal work.,0
63323,I am feeling unwell and need a sick leave.,1
63324,I am suffering from fever and can't attend work.,1
63325,Taking leave to handle urgent household work.,0
63326,I have an appointment and need to take a leave.,0
63327,Need a leave for travel purposes.,0
63328,"Caught a bad cold, requesting a sick leave.",1
63329,Need a leave for travel purposes.,0
63330,Requesting leave for personal work.,0
63331,I have a family function to attend.,0
63332,I have a family function to attend.,0
63333,I have a family function to attend.,0
63334,"Not feeling well, taking a day off.",1
63335,I am suffering from fever and can't attend work.,1
63336,I have a family function to attend.,0
63337,Need a leave for travel purposes.,0
63338,Doctor advised me to take rest due to illness.,1
63339,I have a family function to attend.,0
63340,Requesting leave for personal work.,0
63341,"Not feeling well, taking a day off.",1
63342,I am feeling unwell and need a sick leave.,1
63343,I am suffering from fever and can't attend work.,1
63344,Need a leave for travel purposes.,0
63345,"Caught a bad cold, requesting a sick leave.",1
63346,"Not feeling well, taking a day off.",1
63347,Doctor advised me to take rest due to illness.,1
63348,"Not feeling well, taking a day off.",1
63349,Taking leave to handle urgent household work.,0
63350,I have an appointment and need to take a leave.,0
63351,Requesting leave for personal work.,0
63352,Taking leave to handle urgent household work.,0
63353,Taking leave to handle urgent household work.,0
63354,I am feeling unwell and need a sick leave.,1
63355,"Not feeling well, taking a day off.",1
63356,I have an appointment and need to take a leave.,0
63357,"Not feeling well, taking a day off.",1
63358,"Not feeling well, taking a day off.",1
63359,"Caught a bad cold, requesting a sick leave.",1
63360,Taking leave to handle urgent household work.,0
63361,I have an appointment and need to take a leave.,0
63362,I am feeling unwell and need a sick leave.,1
63363,I am suffering from fever and can't attend work.,1
63364,I am suffering from fever and can't attend work.,1
63365,Doctor advised me to take rest due to illness.,1
63366,I have an appointment and need to take a leave.,0
63367,I have a family function to attend.,0
63368,I have an appointment and need to take a leave.,0
63369,I have a family function to attend.,0
63370,Requesting leave for personal work.,0
63371,Requesting leave for personal work.,0
63372,I have an appointment and need to take a leave.,0
63373,Taking leave to handle urgent household work.,0
63374,Need a leave for travel purposes.,0
63375,Need a leave for travel purposes.,0
63376,"Not feeling well, taking a day off.",1
63377,Requesting leave for personal work.,0
63378,I am suffering from fever and can't attend work.,1
63379,I am feeling unwell and need a sick leave.,1
63380,I have a family function to attend.,0
63381,"Caught a bad cold, requesting a sick leave.",1
63382,Need a leave for travel purposes.,0
63383,"Not feeling well, taking a day off.",1
63384,I am suffering from fever and can't attend work.,1
63385,"Not feeling well, taking a day off.",1
63386,Doctor advised me to take rest due to illness.,1
63387,Need a leave for travel purposes.,0
63388,Requesting leave for personal work.,0
63389,I have an appointment and need to take a leave.,0
63390,Need a leave for travel purposes.,0
63391,Need a leave for travel purposes.,0
63392,I am feeling unwell and need a sick leave.,1
63393,I am suffering from fever and can't attend work.,1
63394,"Not feeling well, taking a day off.",1
63395,I am suffering from fever and can't attend work.,1
63396,Taking leave to handle urgent household work.,0
63397,Requesting leave for personal work.,0
63398,I am suffering from fever and can't attend work.,1
63399,Requesting leave for personal work.,0
63400,Requesting leave for personal work.,0
63401,Requesting leave for personal work.,0
63402,I have a family function to attend.,0
63403,Taking leave to handle urgent household work.,0
63404,Doctor advised me to take rest due to illness.,1
63405,I am suffering from fever and can't attend work.,1
63406,"Not feeling well, taking a day off.",1
63407,"Not feeling well, taking a day off.",1
63408,Taking leave to handle urgent household work.,0
63409,"Caught a bad cold, requesting a sick leave.",1
63410,I am feeling unwell and need a sick leave.,1
63411,I have an appointment and need to take a leave.,0
63412,Taking leave to handle urgent household work.,0
63413,Requesting leave for personal work.,0
63414,Need a leave for travel purposes.,0
63415,I have an appointment and need to take a leave.,0
63416,I am feeling unwell and need a sick leave.,1
63417,Taking leave to handle urgent household work.,0
63418,I have a family function to attend.,0
63419,"Caught a bad cold, requesting a sick leave.",1
63420,Doctor advised me to take rest due to illness.,1
63421,Taking leave to handle urgent household work.,0
63422,I have an appointment and need to take a leave.,0
63423,Need a leave for travel purposes.,0
63424,Need a leave for travel purposes.,0
63425,"Not feeling well, taking a day off.",1
63426,Requesting leave for personal work.,0
63427,"Not feeling well, taking a day off.",1
63428,Need a leave for travel purposes.,0
63429,"Caught a bad cold, requesting a sick leave.",1
63430,Doctor advised me to take rest due to illness.,1
63431,I have a family function to attend.,0
63432,Doctor advised me to take rest due to illness.,1
63433,"Not feeling well, taking a day off.",1
63434,Taking leave to handle urgent household work.,0
63435,I have a family function to attend.,0
63436,"Caught a bad cold, requesting a sick leave.",1
63437,Taking leave to handle urgent household work.,0
63438,I am suffering from fever and can't attend work.,1
63439,Taking leave to handle urgent household work.,0
63440,I am feeling unwell and need a sick leave.,1
63441,Doctor advised me to take rest due to illness.,1
63442,Need a leave for travel purposes.,0
63443,I have a family function to attend.,0
63444,Need a leave for travel purposes.,0
63445,"Not feeling well, taking a day off.",1
63446,Need a leave for travel purposes.,0
63447,Requesting leave for personal work.,0
63448,I am suffering from fever and can't attend work.,1
63449,I have an appointment and need to take a leave.,0
63450,"Not feeling well, taking a day off.",1
63451,I have a family function to attend.,0
63452,I am suffering from fever and can't attend work.,1
63453,Doctor advised me to take rest due to illness.,1
63454,"Not feeling well, taking a day off.",1
63455,Taking leave to handle urgent household work.,0
63456,I have an appointment and need to take a leave.,0
63457,I have a family function to attend.,0
63458,Taking leave to handle urgent household work.,0
63459,"Not feeling well, taking a day off.",1
63460,"Not feeling well, taking a day off.",1
63461,I have a family function to attend.,0
63462,"Not feeling well, taking a day off.",1
63463,I am suffering from fever and can't attend work.,1
63464,I have a family function to attend.,0
63465,I am feeling unwell and need a sick leave.,1
63466,Requesting leave for personal work.,0
63467,Doctor advised me to take rest due to illness.,1
63468,I have an appointment and need to take a leave.,0
63469,Taking leave to handle urgent household work.,0
63470,"Caught a bad cold, requesting a sick leave.",1
63471,I have an appointment and need to take a leave.,0
63472,I am suffering from fever and can't attend work.,1
63473,"Not feeling well, taking a day off.",1
63474,"Not feeling well, taking a day off.",1
63475,"Caught a bad cold, requesting a sick leave.",1
63476,"Caught a bad cold, requesting a sick leave.",1
63477,"Not feeling well, taking a day off.",1
63478,Requesting leave for personal work.,0
63479,Doctor advised me to take rest due to illness.,1
63480,I have an appointment and need to take a leave.,0
63481,"Not feeling well, taking a day off.",1
63482,Need a leave for travel purposes.,0
63483,Requesting leave for personal work.,0
63484,"Not feeling well, taking a day off.",1
